,acc,loss
0,0.4491525428780055,0.7700479060916577
1,0.5677966111797398,0.7584979412919384
2,0.5423728813559322,0.7500132302106437
3,0.6271186440677966,0.7400467426089917
4,0.6355932208441072,0.7325701178130457
5,0.6271186430575484,0.725409163256823
6,0.6271186430575484,0.7182470570176335
7,0.652542372881356,0.7106872211068364
8,0.652542372881356,0.7021521814798904
9,0.6949152542372882,0.6931214888217085
10,0.6864406789763499,0.681047779018596
11,0.7033898315187228,0.6624031824580694
12,0.7203389830508474,0.6437819488977982
13,0.7118644077899092,0.617835773249804
14,0.7288135603322821,0.5871493917400554
15,0.7542372881355932,0.558824962478573
16,0.7711864416882143,0.5578042905209428
17,0.7288135603322821,0.5547927395772125
18,0.7288135593220338,0.5455964338981499
19,0.754237287125345,0.5250703343900583
20,0.754237287125345,0.5170316039505651
21,0.7542372881355932,0.5335029176736282
22,0.788135593220339,0.49863105103120964
23,0.754237287125345,0.5316653009188377
24,0.7542372891458414,0.5180291583982565
25,0.7881355922100908,0.49982818001407686
26,0.7796610159389044,0.4971168763556723
27,0.7796610179594008,0.48652322110483204
28,0.7711864406779662,0.4875225455073987
29,0.7881355922100908,0.48357975634477907
